Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,last_week,two_weeks_ago,last_month,quater_month,last_year,two_years_ago,Year,Month,Week
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,1624477.58,1555444.55,1611096.05,1675431.16,1588948.32,1542561.09,2012,6,23
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,1697230.96,1624477.58,1595901.87,1677472.78,1532114.86,1503284.06,2012,6,24
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,1630607.0,1697230.96,1555444.55,1511068.07,1438830.15,1422711.6,2012,6,25
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,1527845.81,1630607.0,1624477.58,1649604.63,1488538.09,1492418.14,2012,6,26
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,1540421.49,1527845.81,1697230.96,1899676.88,1534849.64,1546074.18,2012,7,27
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,1769854.16,1540421.49,1630607.0,1621031.7,1455119.97,1448938.92,2012,7,28
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,1527014.04,1769854.16,1527845.81,1521577.87,1396926.82,1385065.2,2012,7,29
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,1497954.76,1527014.04,1540421.49,1468928.37,1352219.79,1371986.6,2012,7,30
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,1439123.71,1497954.76,1769854.16,1684519.99,1624383.75,1605491.78,2012,8,31
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,1631135.79,1439123.71,1527014.04,1611096.05,1525147.09,1508237.76,2012,8,32
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,1592409.97,1631135.79,1497954.76,1595901.87,1530761.43,1513080.49,2012,8,33
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,1597868.05,1592409.97,1439123.71,1555444.55,1464693.46,1449142.92,2012,8,34
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,1494122.38,1597868.05,1631135.79,1624477.58,1550229.22,1540163.53,2012,8,35
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,1582083.4,1494122.38,1592409.97,1697230.96,1540471.24,1507460.69,2012,9,36
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,1661767.33,1582083.4,1597868.05,1630607.0,1514259.78,1430378.67,2012,9,37
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,1517428.87,1661767.33,1494122.38,1527845.81,1380020.27,1351791.03,2012,9,38
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,1506126.06,1517428.87,1582083.4,1540421.49,1394561.83,1453329.5,2012,9,39
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,1437059.26,1506126.06,1661767.33,1769854.16,1630989.95,1508239.93,2012,10,40
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,1670785.97,1437059.26,1517428.87,1527014.04,1493525.93,1459409.1,2012,10,41
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,1573072.81,1670785.97,1506126.06,1497954.76,1502562.78,1345454.0,2012,10,42
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,1508068.77,1573072.81,1437059.26,1439123.71,1445249.09,1384209.22,2012,10,43
2,2011-02-04,1929346.23,0,38.25,2.989,212.2240646,8.028,1695371.68,1751384.9,1758050.79,1939061.41,2136989.46,1697229.58,2011,2,5
2,2011-02-11,2168041.61,1,33.19,3.022,212.5928624,8.028,1929346.23,1695371.68,1744193.58,1916812.74,2137809.5,1594938.89,2011,2,6
2,2011-02-18,2080884.82,0,57.83,3.045,212.9033115,8.028,2168041.61,1929346.23,1751384.9,1956739.17,2124451.54,1539483.7,2011,2,7
2,2011-02-25,1833511.08,0,60.8,3.065,213.190421,8.028,2080884.82,2168041.61,1695371.68,2658725.29,1865097.27,2033320.66,2011,2,8
2,2011-03-04,1981607.78,0,57.77,3.288,213.4775305,8.028,1833511.08,2080884.82,1929346.23,2015781.27,1991013.13,1584083.95,2011,3,9
2,2011-03-11,1879107.31,0,52.7,3.459,213.7646401,8.028,1981607.78,1833511.08,2168041.61,2378726.55,1990483.78,1799682.38,2011,3,10
2,2011-03-18,1902557.66,0,62.32,3.488,214.0156238,8.028,1879107.31,1981607.78,2080884.82,2609166.75,1946070.88,1881176.67,2011,3,11
2,2011-03-25,1766162.05,0,69.42,3.473,214.2521573,8.028,1902557.66,1879107.31,1833511.08,3436007.68,1750197.81,2270188.99,2011,3,12
2,2011-04-01,1800171.36,0,55.43,3.524,214.4886908,7.931,1766162.05,1902557.66,1981607.78,1750434.55,2066187.72,1497462.72,2011,4,13
2,2011-04-08,1847552.61,0,67.0,3.622,214.7252242,7.931,1800171.36,1766162.05,1879107.31,1758050.79,1954689.21,1550369.92,2011,4,14
2,2011-04-15,1856467.84,0,69.48,3.743,214.9420631,7.931,1847552.61,1800171.36,1902557.66,1744193.58,1874957.94,1459601.17,2011,4,15
2,2011-04-22,1886339.6,0,69.39,3.807,215.1096657,7.931,1856467.84,1847552.61,1766162.05,1751384.9,1821990.93,1394393.84,2011,4,16
2,2011-04-29,1745545.28,0,69.21,3.81,215.2772683,7.931,1886339.6,1856467.84,1800171.36,1695371.68,1802450.29,1319325.59,2011,4,17
2,2011-05-06,1837743.6,0,61.48,3.906,215.4448709,7.931,1745545.28,1886339.6,1847552.61,1929346.23,2042581.71,1636339.65,2011,5,18
2,2011-05-13,1838513.07,0,74.61,3.899,215.6124735,7.931,1837743.6,1745545.28,1856467.84,2168041.61,1880752.36,1802477.43,2011,5,19
2,2011-05-20,1688281.86,0,67.14,3.907,215.3834778,7.931,1838513.07,1837743.6,1886339.6,2080884.82,1896937.1,1819870.0,2011,5,20
2,2011-05-27,1797732.56,0,76.42,3.786,215.1544822,7.931,1688281.86,1838513.07,1745545.28,1833511.08,1957113.89,1539387.83,2011,5,21
2,2011-06-03,1933756.21,0,83.07,3.699,214.9254865,7.931,1797732.56,1688281.86,1837743.6,1981607.78,2102539.93,1688420.76,2011,6,22
2,2011-06-10,1929153.16,0,83.4,3.648,214.6964908,7.931,1933756.21,1797732.56,1838513.07,1879107.31,2025538.76,1675431.16,2011,6,23
2,2011-06-17,1953771.99,0,86.53,3.637,214.6513538,7.931,1929153.16,1933756.21,1688281.86,1902557.66,2001636.96,1677472.78,2011,6,24
2,2011-06-24,1790925.8,0,85.17,3.594,214.7441108,7.931,1953771.99,1929153.16,1797732.56,1766162.05,1939927.09,1511068.07,2011,6,25
2,2011-07-01,1866243.0,0,85.69,3.524,214.8368678,7.852,1790925.8,1953771.99,1933756.21,1800171.36,2003940.64,1649604.63,2011,7,26
2,2011-07-08,1853161.99,0,87.7,3.48,214.9296249,7.852,1866243.0,1790925.8,1929153.16,1847552.61,1880902.62,1899676.88,2011,7,27
2,2011-07-15,1785187.29,0,89.83,3.575,215.0134426,7.852,1853161.99,1866243.0,1953771.99,1856467.84,1845879.79,1621031.7,2011,7,28
2,2011-07-22,1743816.41,0,89.34,3.651,215.0749122,7.852,1785187.29,1853161.99,1790925.8,1886339.6,1781717.71,1521577.87,2011,7,29
2,2011-07-29,1680693.06,0,90.07,3.682,215.1363819,7.852,1743816.41,1785187.29,1866243.0,1745545.28,1804246.16,1468928.37,2011,7,30
2,2011-08-05,1876704.26,0,93.34,3.684,215.1978515,7.852,1680693.06,1743816.41,1853161.99,1837743.6,1991909.98,1684519.99,2011,8,31
2,2011-08-12,1812768.26,0,91.58,3.638,215.2593211,7.852,1876704.26,1680693.06,1785187.29,1838513.07,1895601.05,1611096.05,2011,8,32
2,2011-08-19,1844094.59,0,89.86,3.554,215.3229307,7.852,1812768.26,1876704.26,1743816.41,1688281.86,1964335.23,1595901.87,2011,8,33
2,2011-08-26,1821139.91,0,90.45,3.523,215.386897,7.852,1844094.59,1812768.26,1680693.06,1797732.56,1863840.49,1555444.55,2011,8,34
2,2011-09-02,1809119.7,0,89.64,3.533,215.4508632,7.852,1821139.91,1844094.59,1876704.26,1933756.21,1904608.09,1624477.58,2011,9,35
2,2011-09-09,1748000.65,1,77.97,3.546,215.5148295,7.852,1809119.7,1821139.91,1812768.26,1929153.16,1839128.83,1697230.96,2011,9,36
2,2011-09-16,1691439.52,0,78.85,3.526,215.6944378,7.852,1748000.65,1809119.7,1844094.59,1953771.99,1793903.6,1630607.0,2011,9,37
2,2011-09-23,1669299.78,0,75.58,3.467,216.0282356,7.852,1691439.52,1748000.65,1821139.91,1790925.8,1724557.22,1527845.81,2011,9,38
2,2011-09-30,1650394.44,0,78.14,3.355,216.3620333,7.852,1669299.78,1691439.52,1809119.7,1866243.0,1827440.43,1540421.49,2011,9,39
2,2011-10-07,1837553.43,0,69.92,3.285,216.6958311,7.441,1650394.44,1669299.78,1748000.65,1853161.99,1849921.44,1769854.16,2011,10,40
2,2011-10-14,1743882.19,0,71.67,3.274,217.0048261,7.441,1837553.43,1650394.44,1691439.52,1785187.29,1794355.49,1527014.04,2011,10,41
2,2011-10-21,1834680.25,0,64.53,3.353,217.1650042,7.441,1743882.19,1837553.43,1669299.78,1743816.41,1737947.64,1497954.76,2011,10,42
2,2011-10-28,1769296.25,0,65.87,3.372,217.3251824,7.441,1834680.25,1743882.19,1650394.44,1680693.06,1802755.11,1439123.71,2011,10,43
2,2011-11-04,1959707.9,0,55.53,3.332,217.4853605,7.441,1769296.25,1834680.25,1837553.43,1876704.26,1939061.41,1631135.79,2011,11,44
2,2011-11-11,1920725.15,0,59.33,3.297,217.6455387,7.441,1959707.9,1769296.25,1743882.19,1812768.26,1916812.74,1592409.97,2011,11,45
2,2011-11-18,1902762.5,0,62.01,3.308,217.8670218,7.441,1920725.15,1959707.9,1834680.25,1844094.59,1956739.17,1597868.05,2011,11,46
2,2011-11-25,2614202.3,1,56.36,3.236,218.1130269,7.441,1902762.5,1920725.15,1769296.25,1821139.91,2658725.29,1494122.38,2011,11,47
2,2011-12-02,1954952.0,0,48.74,3.172,218.3590319,7.441,2614202.3,1902762.5,1959707.9,1809119.7,2015781.27,1582083.4,2011,12,48
2,2011-12-09,2290549.32,0,41.76,3.158,218.605037,7.441,1954952.0,2614202.3,1920725.15,1748000.65,2378726.55,1661767.33,2011,12,49
2,2011-12-16,2432736.52,0,50.13,3.159,218.8217928,7.441,2290549.32,1954952.0,1902762.5,1691439.52,2609166.75,1517428.87,2011,12,50
2,2011-12-23,3224369.8,0,46.66,3.112,218.9995495,7.441,2432736.52,2290549.32,2614202.3,1669299.78,3436007.68,1506126.06,2011,12,51
2,2011-12-30,1874226.52,1,44.57,3.129,219.1773063,7.441,3224369.8,2432736.52,1954952.0,1650394.44,1750434.55,1437059.26,2011,12,52
2,2012-01-06,1799520.14,0,46.75,3.157,219.355063,7.057,1874226.52,3224369.8,2290549.32,1837553.43,1758050.79,1670785.97,2012,1,1
2,2012-01-13,1744725.48,0,45.99,3.261,219.5328198,7.057,1799520.14,1874226.52,2432736.52,1743882.19,1744193.58,1573072.81,2012,1,2
2,2012-01-20,1711769.11,0,51.7,3.268,219.6258417,7.057,1744725.48,1799520.14,3224369.8,1834680.25,1751384.9,1508068.77,2012,1,3
2,2012-01-27,1660906.14,0,50.5,3.29,219.7188636,7.057,1711769.11,1744725.48,1874226.52,1769296.25,1695371.68,1493659.74,2012,1,4
2,2012-02-03,1935299.94,0,55.21,3.36,219.8118854,7.057,1660906.14,1711769.11,1799520.14,1959707.9,1929346.23,2136989.46,2012,2,5
2,2012-02-10,2103322.68,1,46.98,3.409,219.9049073,7.057,1935299.94,1660906.14,1744725.48,1920725.15,2168041.61,2137809.5,2012,2,6
2,2012-02-17,2196688.46,0,43.82,3.51,220.0651993,7.057,2103322.68,1935299.94,1711769.11,1902762.5,2080884.82,2124451.54,2012,2,7
2,2012-02-24,1861802.7,0,54.63,3.555,220.275944,7.057,2196688.46,2103322.68,1660906.14,2614202.3,1833511.08,1865097.27,2012,2,8
2,2012-03-02,1952555.66,0,58.79,3.63,220.4866886,7.057,1861802.7,2196688.46,1935299.94,1954952.0,1981607.78,1991013.13,2012,3,9
2,2012-03-09,1937628.26,0,57.11,3.669,220.6974332,7.057,1952555.66,1861802.7,2103322.68,2290549.32,1879107.31,1990483.78,2012,3,10
2,2012-03-16,1976082.13,0,63.68,3.734,220.8498468,7.057,1937628.26,1952555.66,2196688.46,2432736.52,1902557.66,1946070.88,2012,3,11
2,2012-03-23,1790439.16,0,64.01,3.787,220.9244858,7.057,1976082.13,1937628.26,1861802.7,3224369.8,1766162.05,1750197.81,2012,3,12
2,2012-03-30,1857480.84,0,66.83,3.845,220.9991248,7.057,1790439.16,1976082.13,1952555.66,1874226.52,1800171.36,2066187.72,2012,3,13
2,2012-04-06,2129035.91,0,68.43,3.891,221.0737638,6.891,1857480.84,1790439.16,1937628.26,1799520.14,1847552.61,1954689.21,2012,4,14
2,2012-04-13,1935869.1,0,68.08,3.891,221.1484028,6.891,2129035.91,1857480.84,1976082.13,1744725.48,1856467.84,1874957.94,2012,4,15
2,2012-04-20,1847344.45,0,65.69,3.877,221.2021074,6.891,1935869.1,2129035.91,1790439.16,1711769.11,1886339.6,1821990.93,2012,4,16
2,2012-04-27,1764133.09,0,67.2,3.814,221.255812,6.891,1847344.45,1935869.1,1857480.84,1660906.14,1745545.28,1802450.29,2012,4,17
2,2012-05-04,1923957.09,0,76.73,3.749,221.3095166,6.891,1764133.09,1847344.45,2129035.91,1935299.94,1837743.6,2042581.71,2012,5,18
2,2012-05-11,1917520.99,0,73.87,3.688,221.3632212,6.891,1923957.09,1764133.09,1935869.1,2103322.68,1838513.07,1880752.36,2012,5,19
2,2012-05-18,2000940.67,0,71.27,3.63,221.380331,6.891,1917520.99,1923957.09,1847344.45,2196688.46,1688281.86,1896937.1,2012,5,20
2,2012-05-25,1912791.09,0,78.19,3.561,221.3828029,6.891,2000940.67,1917520.99,1764133.09,1861802.7,1797732.56,1957113.89,2012,5,21
2,2012-06-01,1910092.37,0,78.38,3.501,221.3852748,6.891,1912791.09,2000940.67,1923957.09,1952555.66,1933756.21,2102539.93,2012,6,22
2,2012-06-08,2010216.49,0,78.69,3.452,221.3877467,6.891,1910092.37,1912791.09,1917520.99,1937628.26,1929153.16,2025538.76,2012,6,23
2,2012-06-15,1962924.3,0,80.56,3.393,221.4009901,6.891,2010216.49,1910092.37,2000940.67,1976082.13,1953771.99,2001636.96,2012,6,24
2,2012-06-22,1887733.21,0,81.04,3.346,221.4411622,6.891,1962924.3,2010216.49,1912791.09,1790439.16,1790925.8,1939927.09,2012,6,25
2,2012-06-29,1881046.12,0,86.32,3.286,221.4813343,6.891,1887733.21,1962924.3,1910092.37,1857480.84,1866243.0,2003940.64,2012,6,26
2,2012-07-06,2041507.4,0,84.2,3.227,221.5215064,6.565,1881046.12,1887733.21,2010216.49,2129035.91,1853161.99,1880902.62,2012,7,27
2,2012-07-13,1830075.13,0,80.17,3.256,221.5616784,6.565,2041507.4,1881046.12,1962924.3,1935869.1,1785187.29,1845879.79,2012,7,28
2,2012-07-20,1819666.46,0,83.23,3.311,221.5701123,6.565,1830075.13,2041507.4,1887733.21,1847344.45,1743816.41,1781717.71,2012,7,29
2,2012-07-27,1757923.88,0,86.37,3.407,221.5785461,6.565,1819666.46,1830075.13,1881046.12,1764133.09,1680693.06,1804246.16,2012,7,30
2,2012-08-03,1946104.64,0,90.22,3.417,221.5869799,6.565,1757923.88,1819666.46,2041507.4,1923957.09,1876704.26,1991909.98,2012,8,31
2,2012-08-10,1866719.96,0,88.55,3.494,221.5954138,6.565,1946104.64,1757923.88,1830075.13,1917520.99,1812768.26,1895601.05,2012,8,32
2,2012-08-17,1928016.01,0,84.79,3.571,221.6751459,6.565,1866719.96,1946104.64,1819666.46,2000940.67,1844094.59,1964335.23,2012,8,33
2,2012-08-24,1876788.15,0,76.91,3.62,221.8083518,6.565,1928016.01,1866719.96,1757923.88,1912791.09,1821139.91,1863840.49,2012,8,34
2,2012-08-31,1947083.3,0,82.64,3.638,221.9415576,6.565,1876788.15,1928016.01,1946104.64,1910092.37,1809119.7,1904608.09,2012,8,35
2,2012-09-07,1898777.07,1,87.65,3.73,222.0747635,6.565,1947083.3,1876788.15,1866719.96,2010216.49,1748000.65,1839128.83,2012,9,36
2,2012-09-14,1814806.63,0,75.88,3.717,222.2174395,6.565,1898777.07,1947083.3,1928016.01,1962924.3,1691439.52,1793903.6,2012,9,37
2,2012-09-21,1829415.67,0,71.09,3.721,222.4169362,6.565,1814806.63,1898777.07,1876788.15,1887733.21,1669299.78,1724557.22,2012,9,38
2,2012-09-28,1746470.56,0,79.45,3.666,222.6164329,6.565,1829415.67,1814806.63,1947083.3,1881046.12,1650394.44,1827440.43,2012,9,39
2,2012-10-05,1998321.04,0,70.27,3.617,222.8159296,6.17,1746470.56,1829415.67,1898777.07,2041507.4,1837553.43,1849921.44,2012,10,40
2,2012-10-12,1900745.13,0,60.97,3.601,223.0154263,6.17,1998321.04,1746470.56,1814806.63,1830075.13,1743882.19,1794355.49,2012,10,41
2,2012-10-19,1847990.41,0,68.08,3.594,223.0598077,6.17,1900745.13,1998321.04,1829415.67,1819666.46,1834680.25,1737947.64,2012,10,42
2,2012-10-26,1834458.35,0,69.79,3.506,223.0783366,6.17,1847990.41,1900745.13,1746470.56,1757923.88,1769296.25,1802755.11,2012,10,43
3,2011-02-04,438516.53,0,45.95,2.989,215.8863367,7.551,364866.24,350876.7,378241.34,423175.56,461622.22,1959707.9,2011,2,5
3,2011-02-11,430526.21,1,43.57,3.022,216.2660913,7.551,438516.53,364866.24,381061.1,386635.03,420728.96,1920725.15,2011,2,6
3,2011-02-18,432782.1,0,61.58,3.045,216.5843571,7.551,430526.21,438516.53,350876.7,372545.32,421642.19,1902762.5,2011,2,7
3,2011-02-25,397211.19,0,67.4,3.065,216.8780275,7.551,432782.1,430526.21,364866.24,565567.84,407204.86,2614202.3,2011,2,8
3,2011-03-04,437084.51,0,65.11,3.288,217.1716979,7.551,397211.19,432782.1,438516.53,476420.77,415202.04,1954952.0,2011,3,9
3,2011-03-11,404753.3,0,61.29,3.459,217.4653683,7.551,437084.51,397211.19,430526.21,467642.03,384200.69,2290549.32,2011,3,10
3,2011-03-18,392109.51,0,69.47,3.488,217.7235226,7.551,404753.3,437084.51,432782.1,498159.39,375328.59,2432736.52,2011,3,11
3,2011-03-25,380683.67,0,72.94,3.473,217.9674705,7.551,392109.51,404753.3,397211.19,605990.41,359949.27,3224369.8,2011,3,12
3,2011-04-01,374556.08,0,68.76,3.524,218.2114184,7.574,380683.67,392109.51,437084.51,382677.76,423294.4,1874226.52,2011,4,13
3,2011-04-08,384075.31,0,72.55,3.622,218.4553663,7.574,374556.08,380683.67,404753.3,378241.34,415870.28,1799520.14,2011,4,14
3,2011-04-15,366250.69,0,75.88,3.743,218.6788642,7.574,384075.31,374556.08,392109.51,381061.1,354993.26,1744725.48,2011,4,15
3,2011-04-22,391860.04,0,76.91,3.807,218.851237,7.574,366250.69,384075.31,380683.67,350876.7,339976.65,1711769.11,2011,4,16
3,2011-04-29,367405.4,0,78.69,3.81,219.0236099,7.574,391860.04,366250.69,374556.08,364866.24,361248.39,1660906.14,2011,4,17
3,2011-05-06,413042.12,0,69.45,3.906,219.1959827,7.574,367405.4,391860.04,384075.31,438516.53,399323.86,1935299.94,2011,5,18
3,2011-05-13,386312.68,0,79.87,3.899,219.3683556,7.574,413042.12,367405.4,366250.69,430526.21,384357.94,2103322.68,2011,5,19
3,2011-05-20,364603.13,0,75.79,3.907,219.127216,7.574,386312.68,413042.12,391860.04,432782.1,343763.17,2196688.46,2011,5,20
3,2011-05-27,369350.6,0,84.41,3.786,218.8860765,7.574,364603.13,386312.68,367405.4,397211.19,350089.23,1861802.7,2011,5,21
3,2011-06-03,394507.84,0,84.29,3.699,218.6449369,7.574,369350.6,364603.13,413042.12,437084.51,396968.8,1952555.66,2011,6,22
3,2011-06-10,391638.75,0,84.84,3.648,218.4037974,7.574,394507.84,369350.6,386312.68,404753.3,355017.09,1937628.26,2011,6,23
3,2011-06-17,403423.34,0,86.96,3.637,218.3551748,7.574,391638.75,394507.84,364603.13,392109.51,364076.85,1976082.13,2011,6,24
3,2011-06-24,385520.71,0,84.94,3.594,218.45094,7.574,403423.34,391638.75,369350.6,380683.67,357346.48,1790439.16,2011,6,25
3,2011-07-01,368962.72,0,85.1,3.524,218.5467052,7.567,385520.71,403423.34,394507.84,374556.08,381151.72,1857480.84,2011,7,26
3,2011-07-08,395146.24,0,85.38,3.48,218.6424704,7.567,368962.72,385520.71,391638.75,384075.31,349214.18,2129035.91,2011,7,27
3,2011-07-15,373454.33,0,87.14,3.575,218.7275216,7.567,395146.24,368962.72,403423.34,366250.69,352728.78,1935869.1,2011,7,28
3,2011-07-22,360617.37,0,86.19,3.651,218.7857881,7.567,373454.33,395146.24,385520.71,391860.04,352864.49,1847344.45,2011,7,29
3,2011-07-29,345381.29,0,88.07,3.682,218.8440545,7.567,360617.37,373454.33,368962.72,367405.4,347955.05,1764133.09,2011,7,30
3,2011-08-05,409981.25,0,88.45,3.684,218.9023209,7.567,345381.29,360617.37,395146.24,413042.12,402635.76,1923957.09,2011,8,31
3,2011-08-12,380376.85,0,88.88,3.638,218.9605873,7.567,409981.25,345381.29,373454.33,386312.68,339597.38,1917520.99,2011,8,32
3,2011-08-19,379716.91,0,88.44,3.554,219.023271,7.567,380376.85,409981.25,360617.37,364603.13,351728.21,2000940.67,2011,8,33
3,2011-08-26,366367.55,0,87.67,3.523,219.0866908,7.567,379716.91,380376.85,345381.29,369350.6,362134.09,1912791.09,2011,8,34
3,2011-09-02,375988.69,0,89.12,3.533,219.1501106,7.567,366367.55,379716.91,409981.25,394507.84,366473.97,1910092.37,2011,9,35
3,2011-09-09,377347.49,1,81.72,3.546,219.2135305,7.567,375988.69,366367.55,380376.85,391638.75,352260.97,2010216.49,2011,9,36
3,2011-09-16,375629.51,0,83.63,3.526,219.3972867,7.567,377347.49,375988.69,379716.91,403423.34,363064.64,1962924.3,2011,9,37
3,2011-09-23,365248.94,0,80.19,3.467,219.7414914,7.567,375629.51,377347.49,366367.55,385520.71,355626.87,1887733.21,2011,9,38
3,2011-09-30,368477.93,0,82.58,3.355,220.085696,7.567,365248.94,375629.51,375988.69,368962.72,358784.1,1881046.12,2011,9,39
3,2011-10-07,403342.4,0,75.54,3.285,220.4299007,7.197,368477.93,365248.94,377347.49,395146.24,395107.35,2041507.4,2011,10,40
3,2011-10-14,368282.57,0,73.75,3.274,220.7486167,7.197,403342.4,368477.93,375629.51,373454.33,345584.39,1830075.13,2011,10,41
3,2011-10-21,394976.36,0,69.03,3.353,220.9144005,7.197,368282.57,403342.4,365248.94,360617.37,348895.98,1819666.46,2011,10,42
3,2011-10-28,389540.62,0,71.04,3.372,221.0801842,7.197,394976.36,368282.57,368477.93,345381.29,348591.74,1757923.88,2011,10,43
3,2011-11-04,459443.22,0,59.31,3.332,221.245968,7.197,389540.62,394976.36,403342.4,409981.25,423175.56,1946104.64,2011,11,44
3,2011-11-11,407764.25,0,61.7,3.297,221.4117517,7.197,459443.22,389540.62,368282.57,380376.85,386635.03,1866719.96,2011,11,45
3,2011-11-18,398838.97,0,63.91,3.308,221.6432852,7.197,407764.25,459443.22,394976.36,379716.91,372545.32,1928016.01,2011,11,46
3,2011-11-25,556925.19,1,68.0,3.236,221.9011185,7.197,398838.97,407764.25,389540.62,366367.55,565567.84,1876788.15,2011,11,47
3,2011-12-02,472511.32,0,54.97,3.172,222.1589519,7.197,556925.19,398838.97,459443.22,375988.69,476420.77,1947083.3,2011,12,48
3,2011-12-09,468772.8,0,49.26,3.158,222.4167852,7.197,472511.32,556925.19,407764.25,377347.49,467642.03,1898777.07,2011,12,49
3,2011-12-16,510747.62,0,57.95,3.159,222.6426418,7.197,468772.8,472511.32,398838.97,375629.51,498159.39,1814806.63,2011,12,50
3,2011-12-23,551221.21,0,53.41,3.112,222.8258628,7.197,510747.62,468772.8,556925.19,365248.94,605990.41,1829415.67,2011,12,51
3,2011-12-30,410553.88,1,48.29,3.129,223.0090839,7.197,551221.21,510747.62,472511.32,368477.93,382677.76,1746470.56,2011,12,52
3,2012-01-06,398178.21,0,52.42,3.157,223.1923049,6.833,410553.88,551221.21,468772.8,403342.4,378241.34,1998321.04,2012,1,1
3,2012-01-13,367438.62,0,51.86,3.261,223.3755259,6.833,398178.21,410553.88,510747.62,368282.57,381061.1,1900745.13,2012,1,2
3,2012-01-20,365818.61,0,56.2,3.268,223.4700552,6.833,367438.62,398178.21,551221.21,394976.36,350876.7,1847990.41,2012,1,3
